eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0629,3,A worm insinuates itself among programs and attaches itself to every message sent.,Y,AJQGWGESKQT4Y,D0629.M.250.B.H,1
D0629,9_0,"Computer viruses causes information loss,erasure of the hard drive, and system shutdowns.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,1
D0629,32,W32/Kriz.3862 was set to strike on Christmas.,Y,A2CCK1JKX48R0H,D0629.M.250.B.B,1
D0650,neg_D0629_1,Transparency for Growth in The Americas is a program for combating corruption through openness in government.,Y,A2IU5TX5S0FA1C,D0650.M.250.E.E,1
D0629,9_1,"Computer viruses causes information loss,erasure of the hard drive, and system shutdowns.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,1
D0629,pos_D0629_0,,,,,1
D0617,neg_D0629_0,The cockpit voice recorder captured someone uttering a prayer before the autopilot disengaged.,Y,A2YKW761AK4ZGY,D0617.M.250.H.B,1
D0629,11,"Its origin was traced to the work of a computer engineering student, Chen Ing-hau.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,1
D0629,13,Antiviral programs must be continuously updated to react to new viruses.,Y,AJQGWGESKQT4Y,D0629.M.250.B.I,1
D0629,pos_D0629_1,,,,,1
