eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0629,0,"Damage to commercial systems and thousands of personal computers from viruses has been extensive.",Y,AJQGWGESKQT4Y,D0629.M.250.B.H,0
D0629,1,"A virus will generally erase a computer's hard drive",Y,AJQGWGESKQT4Y,D0629.M.250.B.H,1
D0629,2,"A worm does no direct damage to the computer.",Y,AJQGWGESKQT4Y,D0629.M.250.B.H,1
D0629,3,"A worm insinuates itself among programs and attaches itself to every message sent.",Y,AJQGWGESKQT4Y,D0629.M.250.B.H,0
D0629,4,"David Smith of Aberdeen, NJ, was arrested for originating the Melissa worm.",Y,AJQGWGESKQT4Y,D0629.M.250.B.H,0
D0629,5,"The Explore worm had also originated in Israel.",Y,AJQGWGESKQT4Y,D0629.M.250.B.H,1
D0629,6,"Computer viruses have turned up in just about every part of the world.",Y,A2IU5TX5S0FA1C,D0629.M.250.B.H,1
D0629,7,"Worms and viruses are mostly spread by emails and attachments thereto.",Y,A2IU5TX5S0FA1C,D0629.M.250.B.H,0
D0629,8,"Computer viruses infect both large computer networks and personal PCs.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,0
D0629,9,"Computer viruses causes information loss,erasure of the hard drive, and system shutdowns.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,0
D0629,10,"Brain was followed by Chernobyl.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,0
D0629,11,"Its origin was traced to the work of a computer engineering student, Chen Ing-hau.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,1
D0629,12,"Precautions include making backups of all important files.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,0
D0629,13,"Antiviral programs must be continuously updated to react to new viruses.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,1
D0629,14,"The best defense against computer viruses includes installing anti-virus programs.",Y,AJQGWGESKQT4Y,D0629.M.250.B.I,0
D0629,15,"Brain was the first known virus to hit personal computers.",Y,ANCCKNF1DKRZO,D0629.M.250.B.I,1
D0629,16,"The Chernobyl virus infected up to one million computers in Southeast Asia.",Y,ANCCKNF1DKRZO,D0629.M.250.B.I,0
D0629,17,"Most viruses enter computers via email attachments.",Y,ANCCKNF1DKRZO,D0629.M.250.B.I,1
D0629,18,"The Computer Emergency Response Team, (CERT) tracks viruses.",Y,ANCCKNF1DKRZO,D0629.M.250.B.I,0
D0629,19,"One of the best defenses against computer viruses includes installing anti-virus programs.",Y,ANCCKNF1DKRZO,D0629.M.250.B.I,0
D0629,20,"The Melissa virus affected more than 100,000 computers worldwide.",Y,ANCCKNF1DKRZO,D0629.M.250.B.I,0
D0629,21,"The origin of the Melissa virus has been traced to David Smith of New Jersey.",Y,ANCCKNF1DKRZO,D0629.M.250.B.I,0
D0629,22,"Numerous computer viruses have damaged computers worldwide.",Y,AJQGWGESKQT4Y,D0629.M.250.B.B,0
D0629,23,"The Happy99 virus was disruptive.",Y,AJQGWGESKQT4Y,D0629.M.250.B.B,0
D0629,24,"The Papa virus used Microsoft Excel attachments to send out 60 emails.",Y,AJQGWGESKQT4Y,D0629.M.250.B.B,0
D0629,25,"The Chernobyl, also called CIH, virus could erase a computer's hard drive.",Y,AJQGWGESKQT4Y,D0629.M.250.B.B,0
D0629,26,"Killer C-disk THUS attacked through email on December 13, 1999.",Y,AJQGWGESKQT4Y,D0629.M.250.B.B,0
D0629,27,"Computer viruses have damaged computers throughout the world.",Y,A2CCK1JKX48R0H,D0629.M.250.B.B,1
D0629,28,"The Melissa virus spread via infected email and attacked computers running Microsoft Word programs.",Y,A2CCK1JKX48R0H,D0629.M.250.B.B,1
D0629,29,"The Word-Concept and Wazzu viruses attacked Word documents.",Y,A2CCK1JKX48R0H,D0629.M.250.B.B,1
D0629,30,"A computer programmer was arrested and charged with creating the Melissa virus",Y,A2CCK1JKX48R0H,D0629.M.250.B.B,0
D0629,31,"The Melissa virus mutated several times.",Y,A2CCK1JKX48R0H,D0629.M.250.B.B,1
D0629,32,"W32/Kriz.3862 was set to strike on Christmas.",Y,A2CCK1JKX48R0H,D0629.M.250.B.B,0
D0629,33,"The Dhaka virus is also known as the T-virus.",Y,A2CCK1JKX48R0H,D0629.M.250.B.B,0
D0629,34,"Two notable computer viruses stemmed from Bangladesh.",Y,A2CCK1JKX48R0H,D0629.M.250.B.B,0
D0629,35,"A number of new destructive viruses have been detected on the Internet.",Y,AJQGWGESKQT4Y,D0629.M.250.B.G,0
D0629,36,"Three in particular have severely damaged computer systems around the world.",Y,AJQGWGESKQT4Y,D0629.M.250.B.G,1
D0629,37,"Melissa attacks Word 97 and Word 2000 programs.",Y,AJQGWGESKQT4Y,D0629.M.250.B.G,0
D0629,38,"The 'love bug' virus originated by a Philippine couple.",Y,AJQGWGESKQT4Y,D0629.M.250.B.G,1
D0629,39,"The Chernobyl virus activated on the anniversary of the Chernobyl disaster, April 26.",Y,ANCCKNF1DKRZO,D0629.M.250.B.G,1
D0629,40,"The Chernobyl virus enters in e-mail, floppies, or downloaded software.",Y,ANCCKNF1DKRZO,D0629.M.250.B.G,0
D0629,41,"Melissa makes its way into computers as an e-mail attachment .",Y,ANCCKNF1DKRZO,D0629.M.250.B.G,1
