eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0629,17,Most viruses enter computers via email attachments.,Y,ANCCKNF1DKRZO,D0629.M.250.B.I,1
D0629,27,Computer viruses have damaged computers throughout the world.,Y,A2CCK1JKX48R0H,D0629.M.250.B.B,1
D0629,21,The origin of the Melissa virus has been traced to David Smith of New Jersey.,Y,ANCCKNF1DKRZO,D0629.M.250.B.I,1
D0629,40,"The Chernobyl virus enters in e-mail, floppies, or downloaded software.",Y,ANCCKNF1DKRZO,D0629.M.250.B.G,1
D0629,2,A worm does no direct damage to the computer.,Y,AJQGWGESKQT4Y,D0629.M.250.B.H,1
D0629,33,The Dhaka virus is also known as the T-virus.,Y,A2CCK1JKX48R0H,D0629.M.250.B.B,1
D0629,3,A worm insinuates itself among programs and attaches itself to every message sent.,Y,AJQGWGESKQT4Y,D0629.M.250.B.H,1
D0629,32,W32/Kriz.3862 was set to strike on Christmas.,Y,A2CCK1JKX48R0H,D0629.M.250.B.B,1
D0629,41,Melissa makes its way into computers as an e-mail attachment .,Y,ANCCKNF1DKRZO,D0629.M.250.B.G,1
D0629,12,Precautions include making backups of all important files.,Y,AJQGWGESKQT4Y,D0629.M.250.B.I,1
