eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0616,22,Yeltsin promised free and democratic elections.,Y,A2Q3FS9G8ITCN7,D0616.M.250.G.A,1
D0616,21,In March 1996 Boris Yeltsin halted the offensive.,Y,A2Q3FS9G8ITCN7,D0616.M.250.G.A,1
D0616,32,During the Russian invasion 3600 Chechen civilians were killed.,Y,A1C7UV2UT2S9T7,D0616.M.250.G.G,1
D0616,27,The withdrawal from Chechnya will be stage by stage.,Y,A1C7UV2UT2S9T7,D0616.M.250.G.G,1
D0616,53,The 1994-96 war cost tens of thousands of lives.,Y,A2Q3FS9G8ITCN7,D0616.M.250.G.E,1
D0616,4,Russia maintained that Chechnya did not have the right to secede.,Y,A2Q3FS9G8ITCN7,D0616.M.250.G.J,1
D0616,45,In November 1999 Russia announced its intent to liberate all of Chechnya by February 2000.,Y,A3L4JI1S352HB8,D0616.M.250.G.E,1
D0616,5,Russia sent troops to the Caucus region in December 1994.,Y,A2Q3FS9G8ITCN7,D0616.M.250.G.J,1
D0616,38,"The Russians sent in some 30,000 troops to partition Chechnya.",Y,A2YKW761AK4ZGY,D0616.M.250.G.G,1
D0616,50,Russians responded with all-out attempts to occupy Chechnya in 1994-96.,Y,A2Q3FS9G8ITCN7,D0616.M.250.G.E,1
