eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0606,1110,"It can endanger human health by causing food and water shortages.",Y,oriFake,D0606.M.250.B.A,1
D0606,1104,"Warming can cause ocean warming and rising seas.",Y,oriFake,D0606.M.250.B.A,1
D0606,1113,"Heavier rainfall in Africa has caused the spread of malaria.",Y,oriFake,D0606.M.250.B.A,1
D0606,1102,"Carbon monoxide, methane and nitrous oxide are produced by burning of coal, oil, and gas.",Y,oriFake,D0606.M.250.B.A,1
D0606,1114,"Warming in the Arctic region has thinned upper Arctic ice.",Y,oriFake,D0606.M.250.B.A,1
D0606,1109,"Increased sea levels could threaten many low-lying coastal cities.",Y,oriFake,D0606.M.250.B.A,1
D0606,1101,"There is evidence that global warming is due to human emission of greenhouse gases.",Y,oriFake,D0606.M.250.B.A,1
D0606,1115,"The tundra permafrost is thawing, and some sub-arctic plants are migrating north.",Y,oriFake,D0606.M.250.B.A,1
D0606,1111,"There will be increased risk of heart disease.",Y,oriFake,D0606.M.250.B.A,1
D0606,1107,"Changes in ocean currents have resulted in a shortage of feed for seals and penguins.",Y,oriFake,D0606.M.250.B.A,1
