eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0624,102,"On April 22, 1993 five young white men stabbed Stephen Lawrence.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,1
D0624,103,"Lawrence was an 18 year old black youth.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,0
D0624,104,"Lawrence was stabbed at a bus stop in London.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,1
D0624,105,"Police provided Lawrence no first aid.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,0
D0624,106,"Lawrence bled to death.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,1
D0624,107,"Police treated Lawrence's grieving parents badly.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,0
D0624,108,"The case collapsed before trial.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,0
D0624,109,"In 1996 Stephen's parents initiated a civil suit.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,1
D0624,110,"In Feb 1999, a government report found London's police force 'riven with pernicious and institutionalized racism'.",Y,A2IU5TX5S0FA1C,D0624.M.250.F.F,0
D0624,111,"A play about Stephen Lawrence's 1993 murder is called Color of Justice.",Y,A2IU5TX5S0FA1C,D0624.M.250.F.F,0
D0624,112,"Stephens Lawrence was murdered on April 22, 1993.",Y,A1CY01G7686ORZ,D0624.M.250.F.I,0
D0624,113,"Lawrence was murdered while he waited at a bus stop.",Y,A1CY01G7686ORZ,D0624.M.250.F.I,0
D0624,114,"Lawrence was murdered by a gang of white males.",Y,A1CY01G7686ORZ,D0624.M.250.F.I,0
D0624,115,"Three members of the gang were charged with murder.",Y,A1CY01G7686ORZ,D0624.M.250.F.I,0
D0624,116,""The Color of Justice" was a popular play about the incident.",Y,A1CY01G7686ORZ,D0624.M.250.F.I,0
D0624,117,"Laws were put into place making racial discrimination an offense.",Y,A1CY01G7686ORZ,D0624.M.250.F.I,1
D0624,118,"A scholarship for minority students in memory of Lawrence was started.",Y,A1CY01G7686ORZ,D0624.M.250.F.I,0
D0624,119,"After this incident, racism in the police department was brought to light.",Y,A1CY01G7686ORZ,D0624.M.250.F.I,0
D0624,120,"The racially-motivated murder was committed by a gang of white males.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,1
D0624,121,"London police were slow to act in trying to save Lawrence's life.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,0
D0624,122,"Eventually police charged three members of the gang for murder.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,1
D0624,123,"Their investigation was so flawed that the state prosecution had to abandon the case.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,0
D0624,124,"Stephen's parents publicly pursued justice for their son.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,0
D0624,125,"Stephen's parents brought two suspects to civil court.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,0
D0624,126,"Racism in the police department was exposed.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,1
D0624,127,"Stephen Lawrence was stabbed to death at a London bus stop in April 1993.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,1
D0624,128,"Lawrence was the son of Jamaican immigrant parents.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,0
D0624,129,"He was attacked by five white youths with a history of race baiting.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,0
D0624,130,"Three of the alleged killers were tried and acquitted.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,1
D0624,131,"Charges against the other two were dropped for insufficient evidence.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,0
D0624,132,"London's Metropolitan Police were found to be 'riven with pernicious and institutionalized racism'.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,0
D0624,133,"Public confidence in the police had fallen.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,0
D0624,134,"The Labor government of Tony Blair promised a radical overhaul of race discrimination laws.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,1
D0624,135,"One fifth of London's population are minorities.",Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,0
D0624,136,"94% of British citizens are white.",Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,0
D0624,137,"An architecture scholarship was launched by Prince Charles to honor Lawrence's memory.",Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,0
D0624,138,"Of Lawrence's five assailants, three were acquitted.",Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,0
D0624,139,"Stephen Lawrence was attacked in April 1993 at a London bus stop.",Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,1
D0624,140,"Stephen Lawrence was 18 years old and the child of Jamaican immigrants.",Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,0
D0624,141,"Just over 2% of London's police force are minorities.",Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,0
D0624,142,"Athena was the name of a the crackdown on racist crimes in London.",Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,0
D0624,143,"Three of five suspects in the killing were questioned and released.",Y,A2YKW761AK4ZGY,D0624.M.250.F.B,0
D0624,144,"None of the suspects were brought to trial.",Y,A2YKW761AK4ZGY,D0624.M.250.F.B,1
D0624,145,"Lawrence's parents filed a civil lawsuit against the suspects.",Y,A2YKW761AK4ZGY,D0624.M.250.F.B,0
D0624,146,"Three suspects were acquitted in the civil suit.",Y,A2YKW761AK4ZGY,D0624.M.250.F.B,1
D0624,147,"On April 22, 1993, Stephen Lawrence was stabbed to death at a London bus stop.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,1
D0624,148,"Stephen Lawrence was an eighteen-year-old black youth.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,0
D0624,149,"Lawrence was stabbed to death by a group of white attackers.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,0
D0624,150,"His killing became the focus of debate over relations between police and ethnic minorities.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,0
D0624,151,"Police acted slowly and incompetently investigating his murder.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,1
D0624,152,"Five years after his killing, the Metropolitan Police Commissioner apologized to the teen's parents.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,0
