eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0624,140,Stephen Lawrence was 18 years old and the child of Jamaican immigrants.,Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,1
D0605,neg_D0624_0,Osteoarthritis is a degenerative joint disease.,Y,AB5IVPS4OP9M8,D0605.M.250.E.J,1
D0624,134,The Labor government of Tony Blair promised a radical overhaul of race discrimination laws.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,1
D0624,124,Stephen's parents publicly pursued justice for their son.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,1
D0615,neg_D0624_1,Creative design is seen by some as a compromise.,Y,A2Q3FS9G8ITCN7,D0615.M.250.F.A,1
D0624,127_1,Stephen Lawrence was stabbed to death at a London bus stop in April 1993.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,1
D0624,pos_D0624_1,,,,,1
D0624,150,His killing became the focus of debate over relations between police and ethnic minorities.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,1
D0624,127_0,Stephen Lawrence was stabbed to death at a London bus stop in April 1993.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,1
D0624,pos_D0624_0,,,,,1
