eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0624,124,Stephen's parents publicly pursued justice for their son.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,1
D0624,126,Racism in the police department was exposed.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.I,1
D0624,127,Stephen Lawrence was stabbed to death at a London bus stop in April 1993.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,1
D0624,132,London's Metropolitan Police were found to be 'riven with pernicious and institutionalized racism'.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.H,1
D0624,153,"Seven years after the killing, three of the five suspected killers were arrested for the murder.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,1
D0624,104,Lawrence was stabbed at a bus stop in London.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,1
D0624,143,Three of five suspects in the killing were questioned and released.,Y,A2YKW761AK4ZGY,D0624.M.250.F.B,1
D0624,105,Police provided Lawrence no first aid.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.F,1
D0624,142,Athena was the name of a the crackdown on racist crimes in London.,Y,A3GQ6KDIZWCMW6,D0624.M.250.F.H,1
D0624,151,Police acted slowly and incompetently investigating his murder.,Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,1
