eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0614,0,"Bouchard pledged to hold another referendum if his party won the next election in 1998.",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,1
D0614,1,"As the November election approached polls indicated that Bouchard had a wide lead over the Liberal (Federalist) candidate.",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,0
D0614,2,"The issue was presented to the Supreme Court which ruled in August 1998 that Quebec could not separate unilaterally",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,0
D0614,3,"The Quebec Premier Parizeau resigned after defeat in the referendum",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,1
D0614,4,"Lucien Bouchard stepped forward to assume the Premiership and leadership of the Party Quebecois",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,0
D0614,5,"The Quebec separatist movement began in the 1960's.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,1
D0614,6,"The first independence referendum in the province was in May 1980.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,7,"A second referendum in 1995 produced a 49% vote for an independent Quebec",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,8,"Party Quebecois pledged to hold another referendum they won the next election in 1998.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,9,"In 1998 the Supreme Court ruled in that Quebec could not separate unilaterally.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,10,"Canadian Prime Minister Chretien stated that Quebec could not unilaterally secede without amendment of the Canadian Constitution.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,11,"After the November 1998 elections polls showed only 41% favoring independence.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,1
D0614,12,"Prime Minister Chretien's definition of what was required for independence antagonized Quebeckers.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,13,"The Quebec independence movement began the in the 1960s.",Y,AGA1PIIWM8I8D,D0614.M.250.E.J,0
