eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0608,184,Crash tests are beginning in China.,Y,A3GWRDHAURRNK6,D0608.M.250.H.D,1
D0608,183,Side airbags are being installed ton prevent injuries in side collisions or rollovers.,Y,A3GWRDHAURRNK6,D0608.M.250.H.D,1
D0608,188,Improperly installed child seats have been responsible for children injuries.,Y,A249LDVPG27XCE,D0608.M.250.H.H,1
D0608,189,Some auto dealers are offering free assistance in the proper installation of children's seats.,Y,A249LDVPG27XCE,D0608.M.250.H.H,1
D0608,207,Some Automakers initially resisted the introduction of safety features.,Y,ACAJFF4MF5S5X,D0608.M.250.H.J,1
D0608,167,"Although there are weaknesses, when it comes to vehicular safety the safety belt was a critical invention.",Y,A1DCKRRPA4AWVD,D0608.M.250.H.E,1
D0608,201,Many automakers claimed that airbags were unwanted by consumers.,Y,A3TS2NCBAB9L6V,D0608.M.250.H.J,1
D0608,177,"Black boxes record data.",Y,AJQGWGESKQT4Y,D0608.M.250.H.D,1
D0608,199,Some bags inflating in low speed crashes have been blamed for killing several people.,Y,A2IXBTOWQRCLPZ,D0608.M.250.H.H,1
D0608,211,"All wheel drive became available from Subaro, Volvo, and Mercedes.",Y,ACAJFF4MF5S5X,D0608.M.250.H.J,1
