eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0608,193_0,Some states are enacting laws to require seat belt usage.,Y,A2IXBTOWQRCLPZ,D0608.M.250.H.H,1
D0624,neg_D0608_1,"On April 22, 1993, Stephen Lawrence was stabbed to death at a London bus stop.",Y,A2Q3FS9G8ITCN7,D0624.M.250.F.B,1
D0608,pos_D0608_0,,,,,1
D0608,172,"And although an important and useful feature, child saftey seats were complicated to most who used them.",Y,A1DCKRRPA4AWVD,D0608.M.250.H.E,1
D0608,193_1,Some states are enacting laws to require seat belt usage.,Y,A2IXBTOWQRCLPZ,D0608.M.250.H.H,1
D0608,pos_D0608_1,,,,,1
D0608,209,"An 'inflatable curtain,' is Volvo's version of a side airbag system.",Y,ACAJFF4MF5S5X,D0608.M.250.H.J,1
D0608,177,Black boxes record data.,Y,AJQGWGESKQT4Y,D0608.M.250.H.D,1
D0608,188,Improperly installed child seats have been responsible for children injuries.,Y,A249LDVPG27XCE,D0608.M.250.H.H,1
D0616,neg_D0608_0,"In 1991, the Chechen Republic declared its independence.",Y,A2Q3FS9G8ITCN7,D0616.M.250.G.J,1
