eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0603,150_1,Wetlands play important roles in filtering.,Y,AJQGWGESKQT4Y,D0603.M.250.C.E,1
D0605,neg_D0603_0,Acetaminophen is used to treat osteoarthritis.,Y,AGA1PIIWM8I8D,D0605.M.250.E.J,1
D0603,pos_D0603_1,,,,,1
D0620,neg_D0603_1,Some preventative measures are metal detectors and surveillance cameras.,Y,A1CY01G7686ORZ,D0620.M.250.B.H,1
D0603,127,The phrase earth kidneys are known to describe wetlands.,Y,A1DCKRRPA4AWVD,D0603.M.250.C.C,1
D0603,pos_D0603_0,,,,,1
D0603,150_0,Wetlands play important roles in filtering.,Y,AJQGWGESKQT4Y,D0603.M.250.C.E,1
D0603,149,The term wetlands describes marshes.,Y,AJQGWGESKQT4Y,D0603.M.250.C.E,1
D0603,116,The World Bank is approving loans to Vietnam for wetlands protection.,Y,A2IXBTOWQRCLPZ,D0603.M.250.C.A,1
D0603,140,Increased water consumption and climate change are some of the factors reducing wetlands area.,Y,A22I5RTLJTY3JZ,D0603.M.250.C.J,1
