eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0647,104,Janet Reno was U.S. Attorney General in 1999.,Y,A2IU5TX5S0FA1C,D0647.M.250.B.F,1
D0647,106,"On January 7, 2000 Lazaro Gonzalez filed petition for temporary custody in state court for Elian Gonzales.",Y,A2IU5TX5S0FA1C,D0647.M.250.B.F,1
D0647,107,Elian's mother drowned when their boat capsized.,Y,AJQGWGESKQT4Y,D0647.M.250.B.B,1
D0647,114,Elian's mothers dying wish was to keep him in America.,Y,A2C84POENS2UNY,D0647.M.250.B.B,1
D0647,131,"Elian returned to Cuba on June 28, 2000.",Y,AJQGWGESKQT4Y,D0647.M.250.B.C,1
D0647,87,Elian became a symbol of the continuing struggle between Castro and the US Cuban-exile community.,Y,AJQGWGESKQT4Y,D0647.M.250.B.D,1
D0647,122,The relatives of Elian Gonzalez challenged the ruling of the INS in court.,Y,A1C7UV2UT2S9T7,D0647.M.250.B.C,1
D0647,90,"Elian Gonzales was rescued at sea on November 25, 1999.",Y,A2Q3FS9G8ITCN7,D0647.M.250.B.D,1
D0647,119,The courts ruled that Elian should remain in the U.S. until all legal proceedings were completed.,Y,A2C84POENS2UNY,D0647.M.250.B.B,1
D0647,129,Reno upheld the father's right to custody and ignored Florida court interference.,Y,AJQGWGESKQT4Y,D0647.M.250.B.C,1
