eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0628,181,"It is estimated that from three to five or even nine percent of children have ADD/ADHD.",Y,A2IU5TX5S0FA1C,D0628.M.250.A.H,0
D0628,182,"Twenty percent of children diagnosed with ADD/ADHD may outgrow it.",Y,A2IU5TX5S0FA1C,D0628.M.250.A.H,0
D0628,183,"Onset of ADHD does not occur in adulthood except through trauma.",Y,AJQGWGESKQT4Y,D0628.M.250.A.H,1
D0628,184,"It is estimated that from three to five or even nine percent of children have the disorder.",Y,AJQGWGESKQT4Y,D0628.M.250.A.H,1
D0628,185,"An increase in the number of diagnoses of ADHD is attributed to include either hyperactivity or impulsive behavior.",Y,AJQGWGESKQT4Y,D0628.M.250.A.H,1
D0628,186,"Critics say that doctors are too quick to diagnose ADHD and over-prescribe drugs for children.",Y,AJQGWGESKQT4Y,D0628.M.250.A.H,1
D0628,187,"Ritalin has side effects including sleeplessness and loss of appetite.",Y,AJQGWGESKQT4Y,D0628.M.250.A.H,0
D0628,188,"No drug has been yet found to treat the disorder.",Y,AJQGWGESKQT4Y,D0628.M.250.A.H,0
D0628,189,"ADD/ADHD is diagnosed through behavioral patterns.",Y,AJQGWGESKQT4Y,D0628.M.250.A.H,0
D0628,190,"Until recently there have been no biological or medical tests to confirm diagnosis.",Y,AJQGWGESKQT4Y,D0628.M.250.A.I,1
D0628,191,"Diagnosis was by descriptions of behavior by teachers and medical professionals.",Y,AJQGWGESKQT4Y,D0628.M.250.A.I,1
D0628,192,"Attention Deficit Disorder, ADHD, has become increasingly common in American children.",Y,A2IU5TX5S0FA1C,D0628.M.250.A.I,1
D0628,193,"Some 2.5 million American children have been diagnosed with ADHD.",Y,A2IU5TX5S0FA1C,D0628.M.250.A.I,0
D0628,194,"ADHD, a chemical disorder in the brain, can cause impulsivity, inability to concentrate, and difficulty learning.",Y,A2IU5TX5S0FA1C,D0628.M.250.A.I,1
D0628,195,"There has been much controversy around diagnosis and treatment of ADHD.",Y,A2IU5TX5S0FA1C,D0628.M.250.A.I,0
D0628,196,"In 2000, for the first time the American Academy of Pediatrics set specific guidelines for diagnosis of ADHD.",Y,A2IU5TX5S0FA1C,D0628.M.250.A.I,0
D0628,197,"The most common treatments for ADHD are the stimulant drugs, Ritalin or Adderall.",Y,A2IU5TX5S0FA1C,D0628.M.250.A.I,0
D0628,198,"ADHD, attention-deficit-hyperactivity disorder, is a neurological and genetic disorder.",Y,AJQGWGESKQT4Y,D0628.M.250.A.G,1
D0628,199,"ADHD is  characterized by impulsivity, inattentiveness, and lack of inhibition and self-control.",Y,AJQGWGESKQT4Y,D0628.M.250.A.G,0
D0628,200,"The American Psychiatric Association first described it in 1980.",Y,AJQGWGESKQT4Y,D0628.M.250.A.G,0
D0628,201,"Those diagnosed appear to have a deficiency in certain brain receptors involved in processing the neurotransmitter dopamine.",Y,AJQGWGESKQT4Y,D0628.M.250.A.G,0
D0628,202,"It is difficult to diagnose ADHD because there are other kinds of problems, such as anxiety and depression.",Y,AJQGWGESKQT4Y,D0628.M.250.A.G,0
D0628,203,"Medication so far appears to be more effective than behavior modification therapy when treating ADHD alone.",Y,AJQGWGESKQT4Y,D0628.M.250.A.G,1
D0628,204,"Attention-deficit-hyperactivity disorder is characterized by impulsivity, inattentiveness, and lack of self-control.",Y,A49WTQG4MBT9Z,D0628.M.250.A.G,0
D0628,205,"ADHD was first described in 1980 by the American Psychiatric Association.",Y,A49WTQG4MBT9Z,D0628.M.250.A.G,1
D0628,206,"People diagnosed are lacking in certain brain receptors that process the neurotransmitter dopamine.",Y,A49WTQG4MBT9Z,D0628.M.250.A.G,0
D0628,207,"ADHD may be a chronic condition that can last a lifetime.",Y,A49WTQG4MBT9Z,D0628.M.250.A.G,0
D0628,208,"Ritalin is the most effective way to treat ADHD.",Y,A49WTQG4MBT9Z,D0628.M.250.A.G,0
D0628,209,"The use of medicine is more effective than behavior modification therapy.",Y,A49WTQG4MBT9Z,D0628.M.250.A.G,0
D0628,210,"Ritalin can have negative side effects for children.",Y,A49WTQG4MBT9Z,D0628.M.250.A.G,1
D0628,211,"ADHD is a common psychiatric illness.",Y,A2CCK1JKX48R0H,D0628.M.250.A.A,0
D0628,212,"Symptoms of ADHD include impulsiveness, inability to concentrate, difficulty in learning and restlessness.",Y,A2CCK1JKX48R0H,D0628.M.250.A.A,0
D0628,213,"There are 4 types of ADHD.",Y,A2CCK1JKX48R0H,D0628.M.250.A.A,0
D0628,214,"There are two main types of treatment for ADHD: behavior modification therapy and drugs.",Y,A2CCK1JKX48R0H,D0628.M.250.A.A,0
D0628,215,"A big controversy surrounding ADHD drugs is the long range effects of those drugs.",Y,A2CCK1JKX48R0H,D0628.M.250.A.A,0
D0628,216,"People with Type A ADHD experience inattentiveness and distractability.",Y,A2CCK1JKX48R0H,D0628.M.250.A.A,0
D0628,217,"ADHD, a common psychiatric illnes, affects 3-9% of all children.",Y,AJQGWGESKQT4Y,D0628.M.250.A.A,0
D0628,218,"ADHD is difficult to diagnose.",Y,AJQGWGESKQT4Y,D0628.M.250.A.A,0
D0628,219,"Outward symptoms generally include impulsiveness, inability to concentrate, difficulty in learning, and restlessness.",Y,AJQGWGESKQT4Y,D0628.M.250.A.A,0
D0628,220,"Type A is characterized by inattentiveness and distractability.",Y,AJQGWGESKQT4Y,D0628.M.250.A.A,1
D0628,221,"Type B by hyperactivity and impulsive behavior.",Y,AJQGWGESKQT4Y,D0628.M.250.A.A,1
D0628,222,"Type C a combination of the two.",Y,AJQGWGESKQT4Y,D0628.M.250.A.A,1
D0628,223,"Adderall, a mixture of two kinds of amphetamines, is effective for treating ADHD.",Y,AJQGWGESKQT4Y,D0628.M.250.A.A,1
D0628,224,"Claims that dietary supplements help are questionable.",Y,AJQGWGESKQT4Y,D0628.M.250.A.A,0
