eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0605,pos_D0605_0,,,,,1
D0605,70_1,Acetaminophen is used to treat osteoarthritis.,Y,AGA1PIIWM8I8D,D0605.M.250.E.J,1
D0643,neg_D0605_0,"El Nino and El Nina result in dangerous temperature changes, storms, floods and droughts world wide.",Y,A2IU5TX5S0FA1C,D0643.M.250.G.F,1
D0605,74,Osteoarthritis is the most common type of arthritis.,Y,AB5IVPS4OP9M8,D0605.M.250.E.J,1
D0605,54,Several dietary supplements are claimed by some patients to be effective.,Y,A249LDVPG27XCE,D0605.M.250.E.E,1
D0605,pos_D0605_1,,,,,1
D0605,58,Knee replacement can restore mobility.,Y,A249LDVPG27XCE,D0605.M.250.E.E,1
D0605,87,There is no evidence to back up claims of copper bracelets.,Y,A249LDVPG27XCE,D0605.M.250.E.A,1
D0602,neg_D0605_1,Use of steroids by 8-12th grade girls has gone up 100% from 1996 to 1998.,Y,oriFake,D0602.M.250.B.A,1
D0605,70_0,Acetaminophen is used to treat osteoarthritis.,Y,AGA1PIIWM8I8D,D0605.M.250.E.J,1
