eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0605,73,Research has raised doubts about nontraditional treatments of osteoarthritis.,Y,AGA1PIIWM8I8D,D0605.M.250.E.J,1
D0605,78,Surgery is used to relieve pain from Osteoarthritis.,Y,AB5IVPS4OP9M8,D0605.M.250.E.J,1
D0605,83,Electromagnetic resonance is still being tested.,Y,A249LDVPG27XCE,D0605.M.250.E.A,1
D0605,84,Studies on acupuncture suggest improvement may be psychological.,Y,A249LDVPG27XCE,D0605.M.250.E.A,1
D0605,103,The FDA is studying the use of electromagnetic resonance.,Y,AJQGWGESKQT4Y,D0605.M.250.E.B,1
D0605,64,Researchers are testing doxycycline for the treatment of osteoarthritis.,Y,AGA1PIIWM8I8D,D0605.M.250.E.E,1
D0605,95,Non-steroidal anti-inflammatory drugs cause liver damage.,Y,A3TS2NCBAB9L6V,D0605.M.250.E.B,1
D0605,56,The 'placebo effect is when the patient imagines effectiveness.,Y,A249LDVPG27XCE,D0605.M.250.E.E,1
D0605,91,Nutritional supplements are trendy for treating osteoarthritis.,Y,AK3H5QRAROFGP,D0605.M.250.E.A,1
D0605,108,Vitamin C reduces the risk of osteoarthritis.,Y,AJQGWGESKQT4Y,D0605.M.250.E.B,1
