eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0605,51,"Various treatments for osteoarthritis have proved effective in relieving pain.",Y,A249LDVPG27XCE,D0605.M.250.E.E,0
D0605,52,"None of the various treatments for osteoarthritis have proved to be a cure.",Y,A249LDVPG27XCE,D0605.M.250.E.E,0
D0605,53,"In 2000 the FDA approved meloxican tablets (Mobic).",Y,A249LDVPG27XCE,D0605.M.250.E.E,0
D0605,54,"Several dietary supplements are claimed by some patients to be effective.",Y,A249LDVPG27XCE,D0605.M.250.E.E,0
D0605,55,"The Jacobson resonance machine  emits a weak magnetic field.",Y,A249LDVPG27XCE,D0605.M.250.E.E,0
D0605,56,"The 'placebo effect is when the patient imagines effectiveness.",Y,A249LDVPG27XCE,D0605.M.250.E.E,0
D0605,57,"Researchers are also looking at an antibiotic doxycycline.",Y,A249LDVPG27XCE,D0605.M.250.E.E,0
D0605,58,"Knee replacement can restore mobility.",Y,A249LDVPG27XCE,D0605.M.250.E.E,0
D0605,59,"There is no cure for osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.E,0
D0605,60,"Osteoarthritis can be treated with Ibuprofen.",Y,AGA1PIIWM8I8D,D0605.M.250.E.E,0
D0605,61,"The FDA approved meloxican tablets for the treatment of osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.E,0
D0605,62,"HMP-33 is a ginger extract.",Y,AGA1PIIWM8I8D,D0605.M.250.E.E,1
D0605,63,"A Jacobson resonance machine emits a weak magnetic field.",Y,AGA1PIIWM8I8D,D0605.M.250.E.E,0
D0605,64,"Researchers are testing doxycycline for the treatment of osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.E,1
D0605,65,"Hip replacement can restore mobility in some sufferers of osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.E,1
D0605,66,"Experts agree that weight loss helps in the treatment of osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.E,1
D0605,67,"18.5 million Americans are affected by osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.J,0
D0605,68,"Most sufferers of osteoarthritis are over 45.",Y,AGA1PIIWM8I8D,D0605.M.250.E.J,0
D0605,69,"Osteoarthritis breaks down cartilage of the bones.",Y,AGA1PIIWM8I8D,D0605.M.250.E.J,0
D0605,70,"Acetaminophen is used to treat osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.J,0
D0605,71,"Surgery is often used to treat osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.J,1
D0605,72,"Some people believe acupuncture can treat osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.J,0
D0605,73,"Research has raised doubts about nontraditional treatments of osteoarthritis.",Y,AGA1PIIWM8I8D,D0605.M.250.E.J,0
D0605,74,"Osteoarthritis is the most common type of arthritis.",Y,AB5IVPS4OP9M8,D0605.M.250.E.J,0
D0605,75,"Osteoarthritis is a degenerative joint disease.",Y,AB5IVPS4OP9M8,D0605.M.250.E.J,1
D0605,76,"Osteoarthritis causes pain and limits movement.",Y,AB5IVPS4OP9M8,D0605.M.250.E.J,0
D0605,77,"Pain relievers and anti-inflammatory drugs help ease the symptoms.",Y,AB5IVPS4OP9M8,D0605.M.250.E.J,1
D0605,78,"Surgery is used to relieve pain from Osteoarthritis.",Y,AB5IVPS4OP9M8,D0605.M.250.E.J,1
D0605,79,"Exercise and weight control can treat Osteoarthritis.",Y,AB5IVPS4OP9M8,D0605.M.250.E.J,0
D0605,80,"Osteoarthritis is most often found in the fingers and weight-bearing joints.",Y,AB5IVPS4OP9M8,D0605.M.250.E.J,0
D0605,81,"COX-2 inhibitors are used to reduce inflammation.",Y,AB5IVPS4OP9M8,D0605.M.250.E.J,0
D0605,82,"Other non-traditional treatments include ginger extract HMP-33.",Y,A249LDVPG27XCE,D0605.M.250.E.A,0
D0605,83,"Electromagnetic resonance is still being tested.",Y,A249LDVPG27XCE,D0605.M.250.E.A,1
D0605,84,"Studies on acupuncture suggest improvement may be psychological.",Y,A249LDVPG27XCE,D0605.M.250.E.A,0
D0605,85,"Research shows HMP-33 give relief from pain with no negative side effects.",Y,A249LDVPG27XCE,D0605.M.250.E.A,0
D0605,86,"Weight loss is recommended.",Y,A249LDVPG27XCE,D0605.M.250.E.A,1
D0605,87,"There is no evidence to back up claims of copper bracelets.",Y,A249LDVPG27XCE,D0605.M.250.E.A,1
D0605,88,"Three new NSAIDS containing COX-2 (cyclooxygenase-2) inhibitors have been developed.",Y,A249LDVPG27XCE,D0605.M.250.E.A,0
D0605,89,"Acetaminophens treat pain.",Y,AK3H5QRAROFGP,D0605.M.250.E.A,0
D0605,90,"Hyaluronan is an injectable drug.",Y,AK3H5QRAROFGP,D0605.M.250.E.A,0
D0605,91,"Nutritional supplements are trendy for treating osteoarthritis.",Y,AK3H5QRAROFGP,D0605.M.250.E.A,0
D0605,92,"Meloxicam causes few gastrointestinal complications.",Y,AK3H5QRAROFGP,D0605.M.250.E.A,0
D0605,93,"There is no evidence to support the effectiveness of copper bracelets.",Y,AK3H5QRAROFGP,D0605.M.250.E.A,1
D0605,94,"The treatment of osteoarthritis includes the use of aspirin.",Y,A3TS2NCBAB9L6V,D0605.M.250.E.B,0
D0605,95,"Non-steroidal anti-inflammatory drugs cause liver damage.",Y,A3TS2NCBAB9L6V,D0605.M.250.E.B,0
D0605,96,"Non-steroidal anti-inflammatory drugs cause gastrointestinal bleeding.",Y,A3TS2NCBAB9L6V,D0605.M.250.E.B,0
D0605,97,"New cox-2 inhibitor drugs have fewer gastrointestinal side effects.",Y,A3TS2NCBAB9L6V,D0605.M.250.E.B,0
D0605,98,"Vitamin E eases arthritis pain.",Y,A3TS2NCBAB9L6V,D0605.M.250.E.B,0
D0605,99,"Copper bracelets have been proven ineffective.",Y,A3TS2NCBAB9L6V,D0605.M.250.E.B,0
D0605,100,"Tai chi has not been proven effective.",Y,A3TS2NCBAB9L6V,D0605.M.250.E.B,1
D0605,101,"Studies show that glucosamine relieves pain.",Y,AJQGWGESKQT4Y,D0605.M.250.E.B,0
D0605,102,"Beta-carotene reduces the risk of osteoarthritis.",Y,AJQGWGESKQT4Y,D0605.M.250.E.B,0
D0605,103,"The FDA is studying the use of electromagnetic resonance.",Y,AJQGWGESKQT4Y,D0605.M.250.E.B,0
D0605,104,"No studies yet support the effectiveness of Tai chi.",Y,AJQGWGESKQT4Y,D0605.M.250.E.B,1
D0605,105,"No studies yet support the effectiveness of acupuncture.",Y,AJQGWGESKQT4Y,D0605.M.250.E.B,0
D0605,106,"No studies yet support the effectiveness of methyl sulfonyl methane.",Y,AJQGWGESKQT4Y,D0605.M.250.E.B,0
D0605,107,"Chondroitin stops joint degeneration.",Y,AJQGWGESKQT4Y,D0605.M.250.E.B,1
D0605,108,"Vitamin C reduces the risk of osteoarthritis.",Y,AJQGWGESKQT4Y,D0605.M.250.E.B,1
