eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0640,130,"The Kursk was conducting a naval exercise when it sunk.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,131,"One of Russia's largest submarines, the Kursk was commissioned in 1996 and carried a crew of 118.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,132,"15 vessels and warships were involved in the search for the sunken Kursk.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,133,"Russia turned down a French offer of help and Germany's offer of medical specialists.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,134,"The Russians confirmed all aboard were dead on the August 21, 2000.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,135,"Putin vowed to retrieve the bodies of the crew and the vessel itself.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,136,"Plans were made for an unnamed Norwegian company to begin the body retrieval operation on October 10, 2000.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,137,"The Russian submarine Kursk is an atomic powered submarine.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,138,"The Kursk could hold a crew of 118.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,1
D0640,139,"Russia refused help from France and Germany after the Kursk sank.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,140,"Russia asked for help from Britain and Norway in the form of a rescue submarine and divers.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,141,"The crew of the Kursk was confirmed dead on August 21, 2000.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,142,"According to the United States, the Kursk sank because a torpedo misfired triggering a massive explosion.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,1
D0640,143,"Russia is anticipating that it will cost $45 million to raise the Kursk.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,144,"The Kursk was sunk in August 12, 2000 in the Barents Sea.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,145,"The Kursk was sunk during a Russian naval exercise.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,146,"The Kursk was commissioned in 1996 in Russia.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,147,"The Kursk was able to carry 118 crew members.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,1
D0640,148,"Rescue efforts were suspended after one day of searching for the crew.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,1
D0640,149,"Russia turned away medical specialist help from France and Germany.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,150,"Officials from the United States think that one of the torpedoes on the Kursk misfired and caused an explosion.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,151,"On August 19, 2000, a Russian nuclear submarine sank to the bottom of the Barents Sea.",Y,AC5UD8N187QD6,D0640.M.250.D.G,0
D0640,152,"The submarine that sunk in 2000 had 118 men aboard.",Y,AC5UD8N187QD6,D0640.M.250.D.G,1
D0640,153,"The ship's nuclear reactor had been switched off.",Y,AC5UD8N187QD6,D0640.M.250.D.G,0
D0640,154,"Russian navy rescue efforts were hampered by near zero visibility at the 450 feet depth where the vessel was trapped.",Y,AC5UD8N187QD6,D0640.M.250.D.G,0
D0640,155,"A British mini-submarine was unable to dock with an escape hatch.",Y,AC5UD8N187QD6,D0640.M.250.D.G,0
D0640,156,"A Russian nuclear submarine with 118 men aboard sank to the bottom of the Barents Sea.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,1
D0640,157,"The ship was reported not to be carrying nuclear weapons.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,0
D0640,158,"Examination with deep-water apparatus indicated it could have been shattered by a blast in its bow.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,0
D0640,159,"Repeated attempts to dock with an escape hatch failed.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,0
D0640,160,"Norwegian divers descended with video equipment, surveyed the damage, and ultimately opened an inner hatch.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,1
D0640,161,"US sonar and other technical sources clearly provided no evidence of a collision.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,0
D0640,162,"A Russian nuclear submarine sank on August 19, 2000.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,163,"There were 118 men on the submarine when it sank.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,164,"The submarine was on a training mission in the Barents Sea.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,165,"Russian navy rescue efforts were complicated by strong underwater currents and near zero visibility.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,166,"The condition of the crew could not be determined.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,167,"Efforts to hook air and fuel lines failed.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,1
D0640,168,"The Russians signed a contract with Dutch and Belgian companies to retrieve the submarine.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,169,"Russian submarine Kursk sank on August 12, 2000.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,0
D0640,170,"Russian rescue attempts of the people aboard the Kursk did not begin until August 15.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,0
D0640,171,"On Aug 18 the first Russian rescue capsule reached the Kursk's escape hatch.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,1
D0640,172,"The crew of the Kursk submarine were officially announced dead.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,0
D0640,173,"President Putin remained on vacation until Aug 19.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,0
D0640,174,"Norwegian divers opened hatches to Kursk's flooded ninth compartment.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,1
D0640,175,"The first announcement about Kursk was made on August 14.",Y,A2YO837C0O1E91,D0640.M.250.D.F,0
