eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0640,204,The favored Russian explanation for the sinking of the Kursk was a collision.,Y,AEECEMJS22D2E,D0640.M.250.D.C,1
D0640,152,The submarine that sunk in 2000 had 118 men aboard.,Y,AC5UD8N187QD6,D0640.M.250.D.G,1
D0640,pos_D0640_1,,,,,1
D0640,142_0,"According to the United States, the Kursk sank because a torpedo misfired triggering a massive explosion.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,1
D0629,neg_D0640_1,Antiviral programs must be continuously updated to react to new viruses.,Y,AJQGWGESKQT4Y,D0629.M.250.B.I,1
D0640,177,President Putin stayed on his vacation from August 19 to August 21.,Y,A2YO837C0O1E91,D0640.M.250.D.F,1
D0614,neg_D0640_0,Quebec has a French-speaking majority.,Y,AGA1PIIWM8I8D,D0614.M.250.E.B,1
D0640,pos_D0640_0,,,,,1
D0640,200,There were no survivors on the Kursk.,Y,AC5UD8N187QD6,D0640.M.250.D.C,1
D0640,142_1,"According to the United States, the Kursk sank because a torpedo misfired triggering a massive explosion.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,1
