eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0615,213,Repeated U.S. Supreme Court rulings have found that creationism is not science,Y,A2YKW761AK4ZGY,D0615.M.250.F.F,1
D0615,217,"In America, 40% of scientists believe in God.",Y,A2YKW761AK4ZGY,D0615.M.250.F.F,1
D0615,220,Biology and other aspects of science cannot be mastered without first understanding evolution.,Y,A2Q3FS9G8ITCN7,D0615.M.250.F.A,1
D0615,223,"Proponents of 'Creation Science' believe a divine being created humans and other species a mere 10,000 years ago.",Y,A2Q3FS9G8ITCN7,D0615.M.250.F.A,1
D0615,237,Creationists reject the scientific method.,Y,A2YKW761AK4ZGY,D0615.M.250.F.J,1
D0615,201,Two basic perspectives are at the core of the debate over teaching of evolution,Y,AJQGWGESKQT4Y,D0615.M.250.F.E,1
D0615,234,Evolution theory explains why there is diversity among species.,Y,A2YKW761AK4ZGY,D0615.M.250.F.J,1
D0615,204,Intelligent design avoids mention of God.,Y,AJQGWGESKQT4Y,D0615.M.250.F.E,1
D0615,230,Proponents of Creation Science use the bible as the ultimate authority on how the world was formed.,Y,A2YKW761AK4ZGY,D0615.M.250.F.A,1
D0615,241,"The Big Bang Theory, suggests that the universe originated in a colossal explosion about 15 billion years ago.",Y,A2IU5TX5S0FA1C,D0615.M.250.F.J,1
