eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0620,75,Canvas book bags are banned in some places.,Y,A2YKW761AK4ZGY,D0620.M.250.B.I,1
D0620,74,Some school districts are requiring school uniforms.,Y,A2YKW761AK4ZGY,D0620.M.250.B.I,1
D0620,78,"Police offers are often assigned to schools, some armed.",Y,A1CY01G7686ORZ,D0620.M.250.B.H,1
D0620,77,Schools have had to implement measures to prevent tragedies due to violent occurrences and shootings.,Y,A1CY01G7686ORZ,D0620.M.250.B.H,1
D0620,99,"In some districts, police SWAT teams train at schools after hours.",Y,A2YKW761AK4ZGY,D0620.M.250.B.B,1
D0620,64,School teachers and principals were trained on conducting lockdowns.,Y,A22VACRM9GC73M,D0620.M.250.B.J,1
D0620,92,School systems are requiring accurate and timely reporting and tracking of threats and incidents.,Y,A2IU5TX5S0FA1C,D0620.M.250.B.B,1
D0620,59,One teacher was killed in the shooting at Columbine High School.,Y,A2YKW761AK4ZGY,D0620.M.250.B.J,1
D0620,90,More schools are beginning to address the root causes of anti-social and violent behavior.,Y,AC5UD8N187QD6,D0620.M.250.B.H,1
D0620,101,In some districts  security staff and local police maintain blueprints of local schools.,Y,A2YKW761AK4ZGY,D0620.M.250.B.B,1
