eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0620,55,"The school districts took measures included posting armed security officers in schools",Y,A2YKW761AK4ZGY,D0620.M.250.B.J,0
D0620,56,"Teachers and principals were trained on responding to armed intruders.",Y,A2YKW761AK4ZGY,D0620.M.250.B.J,0
D0620,57,"12 students were killed at the fatal shootings at Columbine High School.",Y,A2YKW761AK4ZGY,D0620.M.250.B.J,0
D0620,58,"2 students were involved in the shooting at Columbine high School.",Y,A2YKW761AK4ZGY,D0620.M.250.B.J,0
D0620,59,"One teacher was killed in the shooting at Columbine High School.",Y,A2YKW761AK4ZGY,D0620.M.250.B.J,0
D0620,60,"Schools have taken measures to prevent school violence and shootings.",Y,A22VACRM9GC73M,D0620.M.250.B.J,0
D0620,61,"The killers in the Columbine incident were isolated and picked on by other students.",Y,A22VACRM9GC73M,D0620.M.250.B.J,0
D0620,62,"Measures were taken by schools to deter violence by emphasizing the climate rather than its physical security measures.",Y,A22VACRM9GC73M,D0620.M.250.B.J,0
D0620,63,"Two students killed 12 classmates and a teacher at Columbine High School.",Y,A22VACRM9GC73M,D0620.M.250.B.J,1
D0620,64,"School teachers and principals were trained on conducting lockdowns.",Y,A22VACRM9GC73M,D0620.M.250.B.J,1
D0620,65,"Schools tightened access to campuses and improving screening for visitors.",Y,A22VACRM9GC73M,D0620.M.250.B.J,1
D0620,66,"Well-publicized school shootings took place in Colorado, Mississippi, Kentucky, Arkansas, and Oregon.",Y,A22VACRM9GC73M,D0620.M.250.B.J,1
D0620,67,"School administrators are suspending any student who makes threats.",Y,A2Q3FS9G8ITCN7,D0620.M.250.B.I,0
D0620,68,"The goal is to create a positive group atmosphere and to heal troubled students.",Y,A2Q3FS9G8ITCN7,D0620.M.250.B.I,0
D0620,69,"Another innovation in these schools is sponsoring a chapter of SAVE, Students Against Violence Everywhere.",Y,A2Q3FS9G8ITCN7,D0620.M.250.B.I,0
D0620,70,"Federal government studies have shown that young people are safe in school",Y,A2YKW761AK4ZGY,D0620.M.250.B.I,1
D0620,71,"There were violent occurrences in Littleton, Colorado and Jonesboro, Arkansas.",Y,A2YKW761AK4ZGY,D0620.M.250.B.I,1
D0620,72,"School officials nationwide are taking precautions to prevent violence in their schools.",Y,A2YKW761AK4ZGY,D0620.M.250.B.I,0
D0620,73,"Lock-down practice has become commonplace.",Y,A2YKW761AK4ZGY,D0620.M.250.B.I,1
D0620,74,"Some school districts are requiring school uniforms.",Y,A2YKW761AK4ZGY,D0620.M.250.B.I,1
D0620,75,"Canvas book bags are banned in some places.",Y,A2YKW761AK4ZGY,D0620.M.250.B.I,0
D0620,76,"Many districts have gun-free campaigns.",Y,A2YKW761AK4ZGY,D0620.M.250.B.I,0
D0620,77,"Schools have had to implement measures to prevent tragedies due to violent occurrences and shootings.",Y,A1CY01G7686ORZ,D0620.M.250.B.H,0
D0620,78,"Police offers are often assigned to schools, some armed.",Y,A1CY01G7686ORZ,D0620.M.250.B.H,1
D0620,79,"Some schools require a dress code that does not allow baggy clothing.",Y,A1CY01G7686ORZ,D0620.M.250.B.H,0
D0620,80,"Schools have established hot lines and tip boxes to find out about students with problems that could lead to violence.",Y,A1CY01G7686ORZ,D0620.M.250.B.H,0
D0620,81,"Schools are trying to address the root cause of violent and anti-social behavior.",Y,A1CY01G7686ORZ,D0620.M.250.B.H,0
D0620,82,"Some preventative measures are metal detectors and surveillance cameras.",Y,A1CY01G7686ORZ,D0620.M.250.B.H,1
D0620,83,"Some schools have removed lockers that could be used to store weapons.",Y,A1CY01G7686ORZ,D0620.M.250.B.H,0
D0620,84,"At some schools, backpacks are prohibited.",Y,A1CY01G7686ORZ,D0620.M.250.B.H,1
D0620,85,"Shootings resulting in the deaths of students and teachers have forced school authorities to implement measures to prevent more tragedy.",Y,AC5UD8N187QD6,D0620.M.250.B.H,0
D0620,86,"Schools have made modifications or additions such as installing metal detectors and surveillance cameras.",Y,AC5UD8N187QD6,D0620.M.250.B.H,0
