eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0645,151,Federal rent subsidies increased from 40% to 50% in 2000.,Y,AI6U09NVOZ62B,D0645.M.250.I.F,1
D0645,149,"In 1998, with rising real estate prices, local governments built more low and moderate-income housing.",Y,AI6U09NVOZ62B,D0645.M.250.I.F,1
D0645,154,The amount of affordable housing for low and moderate-income residents has decreased.,Y,A2CCK1JKX48R0H,D0645.M.250.I.I,1
D0645,153,The number of people living below the poverty level in America has increased.,Y,A2CCK1JKX48R0H,D0645.M.250.I.I,1
D0645,173,Low-income Americans face problems in finding housing.,Y,AJQGWGESKQT4Y,D0645.M.250.I.C,1
D0645,135,In 1995 there were 4.4 million more low-income earners than there were low-cost housing units.,Y,AJQGWGESKQT4Y,D0645.M.250.I.D,1
D0645,168,Rises in housing costs were driven by a strong economy.,Y,ANCCKNF1DKRZO,D0645.M.250.I.C,1
D0645,137,The number of homeless was rising.,Y,AJQGWGESKQT4Y,D0645.M.250.I.D,1
D0645,163,Many owners of rental units now rent to higher income tenants.,Y,AJQGWGESKQT4Y,D0645.M.250.I.I,1
D0645,180,Congress refused any new assistance vouchers between 1995-1998.,Y,AJQGWGESKQT4Y,D0645.M.250.I.C,1
