eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0650,252,Former US president Jimmy Carter and his wife founded the Carter Center in 1982.,Y,A2Q3FS9G8ITCN7,D0650.M.250.E.C,1
D0650,247,"In 1982, former US president Jimmy Carter and his wife founded the Carter Center.",Y,AJQGWGESKQT4Y,D0650.M.250.E.C,1
D0650,268,The Carter Center frequently monitors the electoral process in foreign countries to ensure international standards for fair elections are met.,Y,A2IU5TX5S0FA1C,D0650.M.250.E.J,1
D0650,229,By 1999 he had monitored more than 20 elections in 16 countries.,Y,AJQGWGESKQT4Y,D0650.M.250.E.E,1
D0650,259,"In the years since he left office, Carter has traveled extensively to monitor elections",Y,AJQGWGESKQT4Y,D0650.M.250.E.J,1
D0650,226,Transparency for Growth in The Americas is a program for combating corruption through openness in government.,Y,A2IU5TX5S0FA1C,D0650.M.250.E.E,1
D0650,258,Carter has been awarded the Presidential Medal of Freedom.,Y,A2Q3FS9G8ITCN7,D0650.M.250.E.C,1
D0650,267,Jimmy Carter's presidency was from 1977-1981.,Y,A2IU5TX5S0FA1C,D0650.M.250.E.J,1
D0650,239,The Carter Center recognized Pakistan for being the first Asian nation to eradicate Guinea-worm disease in 2000.,Y,ANCCKNF1DKRZO,D0650.M.250.E.D,1
D0650,246,"In 1999, the Center initiated its first program aimed at eradicating trachoma.",Y,AJQGWGESKQT4Y,D0650.M.250.E.D,1
