eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0650,225,"Former President Jimmy Carter founded the Carter Center.",Y,A2IU5TX5S0FA1C,D0650.M.250.E.E,1
D0650,226,"Transparency for Growth in The Americas is a program for combating corruption through openness in government.",Y,A2IU5TX5S0FA1C,D0650.M.250.E.E,1
D0650,227,"Former President Jimmy Carter has played an active role on the international stage.",Y,AJQGWGESKQT4Y,D0650.M.250.E.E,0
D0650,228,"Carter has led many international teams of observers to monitor elections throughout the world.",Y,AJQGWGESKQT4Y,D0650.M.250.E.E,1
D0650,229,"By 1999 he had monitored more than 20 elections in 16 countries.",Y,AJQGWGESKQT4Y,D0650.M.250.E.E,0
D0650,230,"Carter has visited 115 countries.",Y,AJQGWGESKQT4Y,D0650.M.250.E.E,1
D0650,231,"Through the Carter Center, the former President has led successful campaigns against two devastating diseases.",Y,AJQGWGESKQT4Y,D0650.M.250.E.E,0
D0650,232,"In 1999 the Center received grants totaling $30 million.",Y,AJQGWGESKQT4Y,D0650.M.250.E.E,0
D0650,233,"In August 1999 President Clinton awarded former President Carter the Medal of Freedom.",Y,AJQGWGESKQT4Y,D0650.M.250.E.E,0
D0650,234,"Carter is credited with gaining release of approximately 50,000 political prisoners.",Y,AJQGWGESKQT4Y,D0650.M.250.E.E,0
D0650,235,"Jimmy Carter and his wife established the Carter Center in 1982.",Y,ANCCKNF1DKRZO,D0650.M.250.E.D,1
D0650,236,"River blindness is caused by black flies.",Y,ANCCKNF1DKRZO,D0650.M.250.E.D,1
D0650,237,"In 1986, an estimated 3 million people were infested each year with Guinea-worm disease.",Y,ANCCKNF1DKRZO,D0650.M.250.E.D,0
D0650,238,"Trachoma eye disease has blinded 6 million people and infected millions more.",Y,ANCCKNF1DKRZO,D0650.M.250.E.D,0
D0650,239,"The Carter Center recognized Pakistan for being the first Asian nation to eradicate Guinea-worm disease in 2000.",Y,ANCCKNF1DKRZO,D0650.M.250.E.D,1
D0650,240,"Ex-President Jimmy Carter has been a champion for world peace and human rights since leaving office.",Y,AJQGWGESKQT4Y,D0650.M.250.E.D,0
D0650,241,"Carter has met with various dictators, including Yasser Arafat.",Y,AJQGWGESKQT4Y,D0650.M.250.E.D,1
D0650,242,"He and his wife, Rosalynn, established the Carter Center in 1982.",Y,AJQGWGESKQT4Y,D0650.M.250.E.D,0
D0650,243,"This center is focused on efforts to ensure free elections and fight several third world diseases.",Y,AJQGWGESKQT4Y,D0650.M.250.E.D,0
D0650,244,"In 1998 the Center initiated a project called 'Transparency for Growth in the Americas'.",Y,AJQGWGESKQT4Y,D0650.M.250.E.D,0
D0650,245,"The Center is also fighting Guinea-worm disease in Africa and Asia.",Y,AJQGWGESKQT4Y,D0650.M.250.E.D,0
D0650,246,"In 1999, the Center initiated its first program aimed at eradicating trachoma.",Y,AJQGWGESKQT4Y,D0650.M.250.E.D,0
D0650,247,"In 1982, former US president Jimmy Carter and his wife founded the Carter Center.",Y,AJQGWGESKQT4Y,D0650.M.250.E.C,1
D0650,248,"Carter Center observer missions often include former heads of state.",Y,AJQGWGESKQT4Y,D0650.M.250.E.C,1
