eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0643,57,"El Nino can cause storms in California, tornadoes in Florida, a mild winter in the northern states.",Y,AJQGWGESKQT4Y,D0643.M.250.G.D,1
D0643,59,"Scientists in the United States, Australia, Israel, and Germany are using sophisticated computer simulations.",Y,AJQGWGESKQT4Y,D0643.M.250.G.D,1
D0643,63,La Nina works in reverse of El Nino.,Y,ANCCKNF1DKRZO,D0643.M.250.G.G,1
D0643,62,La Nina is the phenomenon of rapidly cooling equatorial waters in the central Pacific.,Y,ANCCKNF1DKRZO,D0643.M.250.G.G,1
D0643,81,Computer modeling a simulation are used to study El Nino and El Nina patterns.,Y,A2IU5TX5S0FA1C,D0643.M.250.G.F,1
D0643,49,El Nino typically lasts a year.,Y,A3GWRDHAURRNK6,D0643.M.250.G.C,1
D0643,75,Scientific technologies and techniques for studying these phenomena include computer modeling.,Y,AJQGWGESKQT4Y,D0643.M.250.G.F,1
D0643,43,El Nino may lessen global warming by temporarily stemming the release of carbon dioxide from the Pacific.,Y,AJQGWGESKQT4Y,D0643.M.250.G.C,1
D0643,72,Computer module studies and satellite systems allow for a better understanding of how El Nino and La Nina form.,Y,AJQGWGESKQT4Y,D0643.M.250.G.G,1
D0643,84,"The results of El Nino and El Nina can have severe economic impacts, disease and death.",Y,A2IU5TX5S0FA1C,D0643.M.250.G.F,1
